PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,EDAD,SEXO,SEMESTRE,BECA,TUTORAM,TUTORH,BIOLOG,DISEÑO,GEOLOG,IAGRON,ICIVIL,IFISIC,IINDUS,IMATEM,IMECAN,IDISPRO,IPROCE,IPRODU,ISISTE
-1.5149414250989852,-0.8117908103594784,-0.0434953243424003,-1.7205918863799867,-1.605563706532357,-2.723281419067313,-1.5080542129416576,0.6499938369015881,0.49265775794133626,0.7977162060359363,5.308535061418989,0.024621340339202966,-0.09485633158215734,0.5272458887125435,34.0,0,10,0,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8168457902139364,-1.2240865249103232,-0.054576638898907535,0.38398258492639353,-1.371665350072153,-1.6452946512947124,-2.5264497620332365,-0.48086081713563167,-0.3566901823972316,-0.7771509498374882,3.8555545505023834,1.0169359661313233,-1.3197002248274876,1.0552858224382085,20.0,0,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1.249065274641198,0.9539922603498621,1.1313234973305644,0.5054503737317992,1.782564225059634,-1.7397495419863556,0.6296445309381219,-2.682826476497734,-1.965556499979139,-0.7626336779446268,-1.0280754747212804,0.5207786532352631,0.5175656150405078,1.0552858224382085,19.0,0,5,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.051104990803588594,0.28979057625607074,-1.4813500376594906,-0.3962033255813117,-0.13130552629142206,-1.6419455080491832,1.1836794670267847,1.7211048422264708,-2.0780220753840957,2.733807851959198,-1.693129628441507,-1.4638505983489773,-0.09485633158215734,-0.5288339787387865,20.0,1,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2.7726612713094676,-1.097387457408978,-1.4666615528468618,2.1608502945211803,2.5130384389254408,-1.529490307387369,1.1836794670267847,1.1383065178750353,2.655486023665854,2.733807851959198,-1.693129628441507,0.5207786532352631,1.129987561663173,1.0552858224382085,19.0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4811694307794799,1.7110942491182677,0.12610062860712795,-1.1602064627307704,2.5130384389254408,2.361938294505059,1.1836794670267847,1.7211048422264708,2.655486023665854,2.733807851959198,-1.693129628441507,0.024621340339202966,1.129987561663173,-0.0007940450131214707,18.0,0,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
2.7726612713094676,0.7508244940970104,-0.46504585437954726,-1.7205918863799867,2.5130384389254408,1.9210625929915621,1.1836794670267847,1.7211048422264708,2.655486023665854,1.616266399687906,-1.693129628441507,-0.47153597255685714,0.5175656150405078,-1.5849138461901164,20.0,0,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7224562784284293,0.41183783403352353,-0.6568044364420899,0.8747479311382321,-0.9755019938776567,-0.6651119174592847,-1.922174385032556,-0.48086081713563167,-0.3566901823972316,-0.36848414624134246,0.15643176453978994,-0.9676932854529173,-0.7072782782048225,-1.5849138461901164,20.0,0,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1
2.7726612713094676,2.8738866368596345,2.1440205103543866,2.1608502945211803,2.5130384389254408,2.361938294505059,1.1836794670267847,1.7211048422264708,2.655486023665854,2.733807851959198,5.705115943483681,1.0169359661313233,1.129987561663173,1.0552858224382085,19.0,0,4,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.0857154933622446,0.8364575050811373,0.7208542818499245,-1.3928851246683933,1.7985496778714867,0.853750551826812,1.1836794670267847,1.7211048422264708,-2.0852728405084284,0.7326901537926341,-1.693129628441507,1.0169359661313233,0.5175656150405078,1.0552858224382085,19.0,1,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8408780852924829,0.4309039917276729,1.54926685711159,0.6734031492222602,0.21458468503387423,-0.12245574189182416,1.1836794670267847,-1.5519718224605143,0.5241369683237064,-0.7375967653589766,-0.06544678132383965,0.5207786532352631,-0.7072782782048225,0.5272458887125435,19.0,0,5,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1539249628769297,1.1563780074504746,-0.46865302463566866,-1.434475920363233,-1.5433321247181173,-0.6651119174592847,1.1836794670267847,-0.44611882246998047,0.12263168249783331,1.954086792620387,-0.4479705756684608,-1.9600079112450375,-0.7072782782048225,-0.0007940450131214707,20.0,1,6,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04755443038277601,1.7191435619609943,-1.6584201349094045,-1.6509718089426093,0.4605117886749103,-0.5599823001597914,-0.8348878349921974,1.1823786759303416,-0.7867094466124879,1.512553024854102,2.6144144747963756,-0.9676932854529173,0.5175656150405078,-1.0568739124644515,20.0,1,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.510422770491256,-0.006414380290892259,-0.46504585437954726,0.8747479311382321,-0.650192928307297,-0.5706570267676415,0.2837360619450103,1.1730485125406866,-0.3367317737795934,0.44192717466940135,0.6228036139011754,1.0169359661313233,0.5175656150405078,1.0552858224382085,19.0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8773043028306775,0.9678611873466627,0.9126128639124672,2.1608502945211803,0.30226686975749356,-2.1806252434998523,1.1836794670267847,1.7211048422264708,0.1140761127260881,2.733807851959198,-1.693129628441507,1.0169359661313233,0.5175656150405078,0.5272458887125435,20.0,0,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3277571018485569,-0.36005566877498885,-0.8608265850475584,1.6549338416459374,-0.37014373185880606,-1.298873840472859,-1.7372165361525818,1.7211048422264708,2.655486023665854,-2.7221959254221932,-1.693129628441507,0.5207786532352631,0.5175656150405078,0.5272458887125435,19.0,0,4,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1.9645209367897662,-0.6541678122527965,0.12610062860712795,1.164168495434099,0.21612249331181432,-1.2077680930267451,0.9066619989824533,1.7211048422264708,-1.210807051505755,2.3893002387183446,-1.3606025515813935,1.0169359661313233,1.129987561663173,-2.1129537799157814,20.0,0,6,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7224562784284293,0.8006439058972226,-1.4777428674033692,1.6700849483093416,-0.2442132111890602,2.361938294505059,1.1836794670267847,0.10193750721580376,0.9048099386168197,2.3356974163233803,-1.693129628441507,-1.4638505983489773,-0.7072782782048225,-1.0568739124644515,19.0,1,4,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.217789988286917,-0.31154336862012283,-0.06205078319929324,1.749961941419908,-1.4631286589160666,-0.3260166899997521,-1.922174385032556,-0.48086081713563167,-1.20658070810769,-1.5307235945860882,0.29507924076109066,-0.47153597255685714,-0.7072782782048225,-0.0007940450131214707,21.0,0,7,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6249861247336381,1.210846807378912,1.323082079393107,0.38398258492639353,-1.0837653243562129,-0.7562176649053985,0.9066619989824533,0.6499938369015881,0.9661016567567463,0.4188318987087821,-0.890828710527406,0.024621340339202966,0.5175656150405078,-0.0007940450131214707,19.0,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1
2.37717589662126,2.031014751487605,0.5365698440877676,1.164168495434099,2.5130384389254408,-0.12978132525414496,1.1836794670267847,1.7211048422264708,2.2260093448224882,0.8628577439063698,-1.0563918929437492,0.5207786532352631,1.129987561663173,1.0552858224382085,19.0,0,4,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.24565911735618304,0.3832326196325712,0.7283284261503103,0.6734031492222602,1.7985496778714867,-1.0919637491194019,1.1836794670267847,0.5902501881892512,-0.363940947521564,-0.3790405142016709,-0.4479705756684608,0.5207786532352631,0.5175656150405078,-0.5288339787387865,19.0,0,6,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2078585917067026,0.8292491202981751,2.1440205103543866,2.1608502945211803,2.5130384389254408,2.361938294505059,1.1836794670267847,1.7211048422264708,0.10213068850830455,0.4546602452279362,5.400905284846036,1.0169359661313233,1.129987561663173,1.0552858224382085,18.0,0,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1
